DocID,DocURL
D:/data/crawl/PagesDownloaded/httpgouldusceduacademicsmediaentertainmentandtechnologylawprogramcurriculum.html,http://gould.usc.edu/academics/media-entertainment-and-technology-law-program/curriculum/
D:/data/crawl/PagesDownloaded/httpgouldusceduacademicsalternativedisputeresolutionprogram.html,http://gould.usc.edu/academics/alternative-dispute-resolution-program/
D:/data/crawl/PagesDownloaded/httpgouldusceduwhystudentsorgspawlawcfm.html,http://gould.usc.edu/why/students/orgs/pawlaw.cfm
D:/data/crawl/PagesDownloaded/httpgouldusceducareersstudents.html,http://gould.usc.edu/careers/students/
D:/data/crawl/PagesDownloaded/httpgouldusceducareerscontact.html,http://gould.usc.edu/careers/contact/
D:/data/crawl/PagesDownloaded/httpgouldusceduwhystudentsorgswlacfm.html,http://gould.usc.edu/why/students/orgs/wla.cfm
D:/data/crawl/PagesDownloaded/httpgouldusceduhowjdearlydecision.html,http://gould.usc.edu/how/jd/earlydecision/
D:/data/crawl/PagesDownloaded/httpgouldusceduaboutcontactfaculty.html,http://gould.usc.edu/about/contact/faculty/
D:/data/crawl/PagesDownloaded/httpgouldusceduaboutcontactlecturerscontactInfocfmdetailID71006.html,http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=71006
D:/data/crawl/PagesDownloaded/httpgoulduscedupressarticlecfmnewsid4274.html,http://gould.usc.edu/press/article.cfm?newsid=4274
D:/data/crawl/PagesDownloaded/httpgouldusceduaboutcontactlecturerscontactInfocfmdetailID71001.html,http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=71001
D:/data/crawl/PagesDownloaded/httpgoulduscedupresssocialtwitter.html,http://gould.usc.edu/press/social/twitter/
D:/data/crawl/PagesDownloaded/httpgouldusceduaboutabarequireddisclosureslivingexpenses.html,http://gould.usc.edu/about/aba-required-disclosures/living-expenses/
D:/data/crawl/PagesDownloaded/httpgouldusceduwhystudentsorgsoutLawcfm.html,http://gould.usc.edu/why/students/orgs/outLaw.cfm
D:/data/crawl/PagesDownloaded/httpgoulduscedufacultyworkshops.html,http://gould.usc.edu/faculty/workshops/
D:/data/crawl/PagesDownloaded/httpgoulduscedualumnigetinvolvedcommitteecfm.html,http://gould.usc.edu/alumni/getinvolved/committee.cfm
D:/data/crawl/PagesDownloaded/httpgouldusceduwhystudentsorgsinternationalRelationscfm.html,http://gould.usc.edu/why/students/orgs/internationalRelations.cfm
D:/data/crawl/PagesDownloaded/httpgouldusceduaboutabarequireddisclosurestuitionandfees.html,http://gould.usc.edu/about/aba-required-disclosures/tuition-and-fees/
D:/data/crawl/PagesDownloaded/httpgouldusceduaboutabarequireddisclosurestransferstudentdata.html,http://gould.usc.edu/about/aba-required-disclosures/transfer-student-data/
D:/data/crawl/PagesDownloaded/httpgouldusceduaboutcontactlecturerscontactInfocfmdetailID71002.html,http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=71002
D:/data/crawl/PagesDownloaded/httpgouldusceduaboutcontactlecturerscontactInfocfmdetailID70010.html,http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=70010
D:/data/crawl/PagesDownloaded/httpgoulduscedulibraryservices.html,http://gould.usc.edu/library/services/
D:/data/crawl/PagesDownloaded/httpgoulduscedualumnicontactcfm.html,http://gould.usc.edu/alumni/contact.cfm
D:/data/crawl/PagesDownloaded/httpgouldusceduwhystudentsorgssouthasianlawstudentsassociationcfm.html,http://gould.usc.edu/why/students/orgs/southasianlawstudentsassociation.cfm
D:/data/crawl/PagesDownloaded/httpgoulduscedustudentsstudentservices.html,http://gould.usc.edu/students/student-services/
D:/data/crawl/PagesDownloaded/httpgoulduscedupresspublicationsmagazine.html,http://gould.usc.edu/press/publications/magazine/
