Successfully Downloaded URL, Size of Downloaded File, Number of Outgoing Links, Content Type
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=23748,61757,277,text/html; charset=UTF-8
http://gould.usc.edu/events/printeventinfo.cfm?eventid=5129,59109,278,text/html; charset=UTF-8
http://gould.usc.edu/how/jd/3-plus-3-program/,67920,287,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=72689,59190,277,text/html; charset=UTF-8
http://gould.usc.edu/search/?query=degree%2Brequirements,61214,275,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=71011,59237,277,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=71834,60901,277,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=72685,60971,277,text/html; charset=UTF-8
http://gould.usc.edu/about/history/alumni/,59714,275,text/html; charset=UTF-8
http://gould.usc.edu/press/?year=2011,140722,540,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=844,62374,277,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=71839,59145,277,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=71012,59271,277,text/html; charset=UTF-8
http://gould.usc.edu/students/disability-student-services/,61234,277,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=71017,59225,277,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=71838,59130,277,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=72170,61875,277,text/html; charset=UTF-8
http://gould.usc.edu/faculty/workshops/faculty/,61111,275,text/html; charset=UTF-8
http://gould.usc.edu/admissions/graduate/,60595,283,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/map/,59931,280,text/html; charset=UTF-8
http://gould.usc.edu/how/jd/lsac/lsac.cfm,66636,288,text/html; charset=UTF-8
http://gould.usc.edu/press/?year=2016,58950,276,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=848,60793,277,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=71837,59155,277,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=71018,59278,277,text/html; charset=UTF-8
http://gould.usc.edu/academics/curriculum/jd-study-abroad/,59527,275,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=400,59482,277,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=71015,59234,277,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=840,61253,277,text/html; charset=UTF-8
http://gould.usc.edu/about/visit/map/,60085,280,text/html; charset=UTF-8
http://gould.usc.edu/how/transfer/,62754,280,text/html; charset=UTF-8
http://gould.usc.edu/press/?year=2015,80842,346,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=72698,59166,277,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=71016,59272,277,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=71841,59128,277,text/html; charset=UTF-8
http://gould.usc.edu/about/visit/information-sessions/,58546,275,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=72109,59154,277,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=23746,60976,277,text/html; charset=UTF-8
