Successfully Downloaded URL,Size of Downloaded File,Number of Outgoing Links,Content Type
http://gould.usc.edu/academics/certificates/business/,75203,288,text/html; charset=UTF-8
http://gould.usc.edu/careers/students/employment/,60578,281,text/html; charset=UTF-8
http://gould.usc.edu/why/students/orgs/afls.cfm,59930,285,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=70770,61395,283,text/html; charset=UTF-8
http://gould.usc.edu/press/article.cfm?newsid=4271,63143,283,text/html; charset=UTF-8
http://gould.usc.edu/events/,77615,310,text/html; charset=UTF-8
http://gould.usc.edu/about/history/,61055,282,text/html; charset=UTF-8
http://gould.usc.edu/about/history/timeline/,109669,307,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=70769,61002,283,text/html; charset=UTF-8
http://gould.usc.edu/why/students/orgs/laab.cfm,60466,284,text/html; charset=UTF-8
http://gould.usc.edu/careers/employers/,60482,282,text/html; charset=UTF-8
http://gould.usc.edu/students/students-with-families/,61301,287,text/html; charset=UTF-8
http://gould.usc.edu/why/students/orgs/armenian.cfm,60077,284,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=71005,60379,283,text/html; charset=UTF-8
http://gould.usc.edu/press/article.cfm?newsid=4275,64696,284,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=71004,60258,283,text/html; charset=UTF-8
http://gould.usc.edu/academics/media-entertainment-and-technology-law-program/curriculum/,75330,288,text/html; charset=UTF-8
http://gould.usc.edu/academics/alternative-dispute-resolution-program/,75895,302,text/html; charset=UTF-8
http://gould.usc.edu/why/students/orgs/pawlaw.cfm,58704,284,text/html; charset=UTF-8
http://gould.usc.edu/careers/students/,59689,281,text/html; charset=UTF-8
http://gould.usc.edu/careers/contact/,59546,281,text/html; charset=UTF-8
http://gould.usc.edu/why/students/orgs/wla.cfm,60647,285,text/html; charset=UTF-8
http://gould.usc.edu/how/jd/earlydecision/,65696,292,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/faculty/,88934,371,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=71006,60256,283,text/html; charset=UTF-8
http://gould.usc.edu/press/article.cfm?newsid=4274,64958,289,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=71001,61711,283,text/html; charset=UTF-8
http://gould.usc.edu/press/social/twitter/,62790,292,text/html; charset=UTF-8
http://gould.usc.edu/about/aba-required-disclosures/living-expenses/,61039,281,text/html; charset=UTF-8
http://gould.usc.edu/why/students/orgs/outLaw.cfm,59735,284,text/html; charset=UTF-8
http://gould.usc.edu/faculty/workshops/,76915,284,text/html; charset=UTF-8
http://gould.usc.edu/alumni/getinvolved/committee.cfm,63238,294,text/html; charset=UTF-8
http://gould.usc.edu/why/students/orgs/internationalRelations.cfm,59556,284,text/html; charset=UTF-8
http://gould.usc.edu/about/aba-required-disclosures/tuition-and-fees/,61154,281,text/html; charset=UTF-8
http://gould.usc.edu/about/aba-required-disclosures/transfer-student-data/,62623,281,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=71002,62261,284,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=70010,60389,283,text/html; charset=UTF-8
http://gould.usc.edu/library/services/,60679,285,text/html; charset=UTF-8
http://gould.usc.edu/alumni/contact.cfm,62507,286,text/html; charset=UTF-8
http://gould.usc.edu/why/students/orgs/southasianlawstudentsassociation.cfm,58965,284,text/html; charset=UTF-8
http://gould.usc.edu/students/student-services/,63088,281,text/html; charset=UTF-8
http://gould.usc.edu/press/publications/magazine/,67335,316,text/html; charset=UTF-8
http://gould.usc.edu/why/students/orgs/intellectualProperty.cfm,59409,284,text/html; charset=UTF-8
http://gould.usc.edu/search/?query=academic%2Bcalendar,62337,282,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=71827,60232,283,text/html; charset=UTF-8
http://gould.usc.edu/academics/curriculum/juris-doctor-degree-requirements/,60678,281,text/html; charset=UTF-8
http://gould.usc.edu/alumni/getInvolved/committee.cfm,63193,294,text/html; charset=UTF-8
http://gould.usc.edu/why/students/orgs/apalsa.cfm,59960,285,text/html; charset=UTF-8
http://gould.usc.edu/about/aba-required-disclosures/jd-attrition/,62124,281,text/html; charset=UTF-8
http://gould.usc.edu/academics/curriculum/course-descriptions/,70620,281,text/html; charset=UTF-8
http://gould.usc.edu/how/transfer/transfer.cfm,62492,282,text/html; charset=UTF-8
http://gould.usc.edu/why/students/orgs/streetLaw.cfm,59748,284,text/html; charset=UTF-8
http://gould.usc.edu/giving/choices/donatenow.cfm,63564,291,text/html; charset=UTF-8
http://gould.usc.edu/about/los-angeles/,59939,281,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=71829,60272,283,text/html; charset=UTF-8
http://gould.usc.edu/press/?year=2006,141680,550,text/html; charset=UTF-8
http://gould.usc.edu/academics/curriculum/upper-division-course-offerings/,68038,281,text/html; charset=UTF-8
http://gould.usc.edu/alumni/events/receptions.cfm,63039,291,text/html; charset=UTF-8
http://gould.usc.edu/why/students/orgs/btls.cfm,58714,284,text/html; charset=UTF-8
http://gould.usc.edu/students/class-and-exam-schedules/,67639,334,text/html; charset=UTF-8
http://gould.usc.edu/how/jd/finaid/lrap.cfm,68064,292,text/html; charset=UTF-8
http://gould.usc.edu/why/students/orgs/pad.cfm,59035,284,text/html; charset=UTF-8
http://gould.usc.edu/careers/students/programming/,60433,281,text/html; charset=UTF-8
http://gould.usc.edu/how/jd/faq.cfm,90983,295,text/html; charset=UTF-8
http://gould.usc.edu/press/?year=2007,139110,544,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=71828,60269,283,text/html; charset=UTF-8
http://gould.usc.edu/about/community/?id=664,72681,335,text/html; charset=UTF-8
http://gould.usc.edu/why/students/orgs/jlsa.cfm,59601,285,text/html; charset=UTF-8
http://gould.usc.edu/press/article.cfm?newsid=4258,73834,287,text/html; charset=UTF-8
http://gould.usc.edu/students/academic-journals-and-honors-programs/,65969,289,text/html; charset=UTF-8
http://gould.usc.edu/why/students/orgs/sba.cfm,62241,284,text/html; charset=UTF-8
http://gould.usc.edu/how/jd/lsac/lsacLawSchoolForums.cfm,65420,292,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=70008,61111,283,text/html; charset=UTF-8
http://gould.usc.edu/how/jd/waitlist_log_in.cfm,68962,292,text/html; charset=UTF-8
http://gould.usc.edu/events/printeventinfo.cfm?eventid=5130,60155,283,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=71830,60251,283,text/html; charset=UTF-8
http://gould.usc.edu/why/students/orgs/pilf.cfm,59805,285,text/html; charset=UTF-8
http://gould.usc.edu/how/jd/finaid/,67593,292,text/html; charset=UTF-8
http://gould.usc.edu/library/services/borrowing.cfm,61497,284,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/staff/,85230,375,text/html; charset=UTF-8
http://gould.usc.edu/library/resources.cfm,69134,332,text/html; charset=UTF-8
http://gould.usc.edu/press/?year=2005,76752,330,text/html; charset=UTF-8
http://gould.usc.edu/about/aba-required-disclosures/transfer-policy-and-awarding-of-credit/,62930,281,text/html; charset=UTF-8
http://gould.usc.edu/press/?year=2010,129567,504,text/html; charset=UTF-8
http://gould.usc.edu/press/contact/,60217,283,text/html; charset=UTF-8
http://gould.usc.edu/why/students/orgs/healthlaw.cfm,58778,284,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=70007,60332,283,text/html; charset=UTF-8
http://gould.usc.edu/about/los-angeles/getting-around/,62664,284,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=71831,60313,283,text/html; charset=UTF-8
http://gould.usc.edu/why/students/orgs/uscgovernmentlaw.cfm,58984,284,text/html; charset=UTF-8
http://gould.usc.edu/about/aba-required-disclosures/gpa-and-lsat-scores/,62506,281,text/html; charset=UTF-8
http://gould.usc.edu/press/?year=2009,106650,434,text/html; charset=UTF-8
http://gould.usc.edu/press/?year=2014,98903,406,text/html; charset=UTF-8
http://gould.usc.edu/centers/,62958,297,text/html; charset=UTF-8
http://gould.usc.edu/careers/,59581,282,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=70009,60286,283,text/html; charset=UTF-8
http://gould.usc.edu/about/visit/walking-tour/,83403,284,text/html; charset=UTF-8
http://gould.usc.edu/giving/choices/annualFund.cfm,62783,291,text/html; charset=UTF-8
http://gould.usc.edu/how/transfer/regulardecision.cfm,59505,281,text/html; charset=UTF-8
http://gould.usc.edu/press/publications/clinical/,62768,296,text/html; charset=UTF-8
http://gould.usc.edu/press/?year=2013,108000,440,text/html; charset=UTF-8
http://gould.usc.edu/why/students/orgs/lawyersguild.cfm,60428,285,text/html; charset=UTF-8
http://gould.usc.edu/about/visit/llm/,71683,319,text/html; charset=UTF-8
http://gould.usc.edu/about/aba-required-disclosures/,61837,282,text/html; charset=UTF-8
http://gould.usc.edu/about/history/interdisciplinary/,61534,282,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=71832,60277,283,text/html; charset=UTF-8
http://gould.usc.edu/about/introduction/,62569,283,text/html; charset=UTF-8
http://gould.usc.edu/press/?year=2012,121904,484,text/html; charset=UTF-8
http://gould.usc.edu/why/students/orgs/environmentallaw.cfm,59436,284,text/html; charset=UTF-8
http://gould.usc.edu/library/,62466,293,text/html; charset=UTF-8
http://gould.usc.edu/press/?year=2008,144579,558,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=71836,61545,283,text/html; charset=UTF-8
http://gould.usc.edu/faculty/blogs/,62221,287,text/html; charset=UTF-8
http://gould.usc.edu/giving/choices/annualfund.cfm,62777,291,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=71835,61847,283,text/html; charset=UTF-8
http://gould.usc.edu/press/social/,61705,288,text/html; charset=UTF-8
http://gould.usc.edu/library/services/staff.cfm,64812,311,text/html; charset=UTF-8
http://gould.usc.edu/why/students/orgs/acs.cfm,59387,284,text/html; charset=UTF-8
http://gould.usc.edu/why/students/orgs/laRaza.cfm,60573,285,text/html; charset=UTF-8
http://gould.usc.edu/press/?year=2011,141850,546,text/html; charset=UTF-8
http://gould.usc.edu/about/history/diversity/,62300,282,text/html; charset=UTF-8
http://gould.usc.edu/academics/clinical-programs/,63984,291,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=71834,62016,283,text/html; charset=UTF-8
http://gould.usc.edu/academics/calendar/,73357,289,text/html; charset=UTF-8
http://gould.usc.edu/library/search/,61966,293,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=71839,60241,283,text/html; charset=UTF-8
http://gould.usc.edu/how/jd/admissionsInformation.cfm,83637,295,text/html; charset=UTF-8
http://gould.usc.edu/about/community/?id=702,72638,335,text/html; charset=UTF-8
http://gould.usc.edu/faculty/workshops/faculty/,62184,281,text/html; charset=UTF-8
http://gould.usc.edu/why/students/orgs/blsa.cfm,59982,284,text/html; charset=UTF-8
http://gould.usc.edu/about/community/?id=704,72338,334,text/html; charset=UTF-8
http://gould.usc.edu/academics/media-entertainment-and-technology-law-program/courses/,73287,324,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=71838,60269,283,text/html; charset=UTF-8
http://gould.usc.edu/careers/students/resources/,60235,282,text/html; charset=UTF-8
http://gould.usc.edu/search/?query=course%2Bdescriptions,62152,282,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=71837,60107,283,text/html; charset=UTF-8
http://gould.usc.edu/how/jd/finaid/costs.cfm,74536,291,text/html; charset=UTF-8
http://gould.usc.edu/press/?year=2016,59893,282,text/html; charset=UTF-8
http://gould.usc.edu/why/students/orgs/criminal_law_association.cfm,59444,284,text/html; charset=UTF-8
http://gould.usc.edu/academics/curriculum/class-and-exam-schedules/,68318,334,text/html; charset=UTF-8
http://gould.usc.edu/careers/employers/recruitment/,61203,283,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=400,60464,283,text/html; charset=UTF-8
http://gould.usc.edu/academics/certificates/entertainment/,70455,289,text/html; charset=UTF-8
http://gould.usc.edu/how/transfer/visitinfo.cfm,63679,282,text/html; charset=UTF-8
http://gould.usc.edu/about/los-angeles/housing/,71787,291,text/html; charset=UTF-8
http://gould.usc.edu/about/aba-required-disclosures/bar-passage-rates/,64927,278,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=71841,60130,283,text/html; charset=UTF-8
http://gould.usc.edu/why/students/orgs/iraqirefugeeassistance.cfm,59255,286,text/html; charset=UTF-8
http://gould.usc.edu/admissions/graduate/,62175,290,text/html; charset=UTF-8
http://gould.usc.edu/press/?year=2015,87667,370,text/html; charset=UTF-8
http://gould.usc.edu/why/students/orgs/gouldSportsClub.cfm,59896,284,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=72109,60114,283,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=65014,61693,283,text/html; charset=UTF-8
http://gould.usc.edu/how/gip/mcl/,67321,305,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=72100,60117,283,text/html; charset=UTF-8
